pairwise_l2,convex_hull_volume,confidence_entropy,low_confidence_ratio,feature_space_coverage,linear_independence_score,query_rate,manifold_deviation,label
1738.1090895812351,408163.61759292864,2.3965966230261557,0.0,0.9032115167487654,1.0,1.6787818361948141,0.44703809775899667,0
1910.8970298866295,0.0,1.3860394675088452,0.0,0.8140490042008574,1.0,1.0320059977494722,0.4516380125723942,0
2617.544819007991,420942.4285669307,2.396939322878896,0.0,0.9262414073282602,1.0,0.5259287669680024,0.45019992144813553,0
605.4250407577017,91291.86097997756,2.1962913927243832,0.0,0.825377930789842,1.0,0.2952921720998434,0.4317653501060633,0
1800.2597716172838,482671.85495475936,2.6382505981845172,0.0,0.9563689781091019,1.0,0.40257741046572254,0.45529670816705015,0
1923.6019277484029,286932.77174675686,1.944633261056154,0.0,0.8684993309014992,1.0,0.15631217385330046,0.45105270132547204,0
1323.1136948610717,0.0,1.385137858096467,0.0,0.8154946556991332,1.0,0.07246151395638599,0.45560738307166404,0
2545.932718721078,267986.1565654935,1.944394270075195,0.0,0.9286078280237013,1.0,0.1391974429180896,0.4624652410859957,0
1494.3283926766278,243710.97884363888,2.196044722505064,0.0,0.8776808544795799,1.0,0.1515852943943433,0.4469102327166809,0
2201.2778007530737,466844.83698557195,2.6382761251200644,0.0,0.9712737044904954,1.0,0.4778833658150163,0.4523002009030777,0
1396.0008012701844,126017.26093284559,1.9449632736569245,0.0,0.8959853366747177,1.0,0.37093519932241115,0.4482260920450979,0
1587.3922212187629,155374.1600390001,1.6081366269279558,0.0,0.8097291662952052,1.0,0.2574022586087392,0.4565097846570568,0
1299.9677358517208,229401.67713345998,1.944359661642812,0.0,0.9234796556637942,1.0,0.49352164986623076,0.4563436762261192,0
1026.8786627363752,377573.5546350081,2.484439547049149,0.0,0.8981574399605705,1.0,0.29790134004567853,0.44844429959995086,0
293.8934527475151,31797.248756353067,1.6080406082257417,0.0,0.832830352664728,1.0,0.20805209008914005,0.45971450046606605,0
1462.1774587581988,0.0,1.3848173538192299,0.0,0.8531349995969385,1.0,0.19775586130546105,0.4516905680478335,0
2582.9365204975707,0.0,1.0976247704905304,0.0,0.6748526896458327,1.0,0.050316790676088595,0.44665476654202535,0
2148.408206362533,133612.1172694096,1.6091896992958985,0.0,0.8407843814086359,1.0,0.10879007773989369,0.44453147072315896,0
2691.352239357129,252558.20668441313,1.7910125350411754,0.0,0.8693388586071154,1.0,3.5432025003457377,0.43792898939292285,0
1453.1304782992286,542662.5276394301,2.6382915957393496,0.0,0.9250461551145382,1.0,0.5310822180339957,0.4403451135044474,0
1371.4682469328945,91074.45150699974,1.6088794019939299,0.0,0.8513878670844048,1.0,0.10753372687451032,0.4474742245350612,0
1744.6794607120428,476879.18035504315,2.563841993341619,0.0,0.8923670329658926,1.0,0.28800534382379944,0.43606890629304085,0
1917.379925400394,0.0,1.3856907097653324,0.0,0.8358185172169906,1.0,0.17703151659838665,0.4518725756803002,0
1571.8697747018734,451995.71861168963,2.5641338342271323,0.0,0.9730748661822999,1.0,1.4008853709018159,0.4529511932295733,0
2369.483256736969,327629.55239592487,2.1960069474522346,0.0,0.9484716260644447,1.0,1.2611222477935462,0.45695057079031387,0
2004.540946405278,515589.6756018647,2.3023124802792427,0.0,0.9449282776359029,1.0,2.665630384573829,0.45343058787534457,0
1633.589225941021,162343.0581602075,1.7909929859774794,0.0,0.8417165113960786,1.0,0.1211255476116857,0.441820474096216,0
1289.4136139721695,345654.2722404824,2.5637252202928327,0.0,0.9970570846139654,1.0,0.41299841656205083,0.4622599069368825,0
1055.1994820593543,0.0,1.096608286836503,0.0,0.6584256762775149,1.0,0.11255378573739123,0.4543287485557695,0
1503.3684488805213,487024.138346112,2.637841594123651,0.0,0.9681810201219342,1.0,0.2808395977777241,0.453718565208595,0
2508.426550492057,542951.206083431,2.196408520036961,0.0,0.9547537771077091,1.0,0.1789935065843405,0.4561759540576679,0
1016.9435979623032,355978.5897659003,2.638292983391898,0.0,0.9822815144700158,1.0,0.38200251965647025,0.4498917434651784,0
2081.9759924890263,192151.00608416143,1.791196928292851,0.0,0.8597039876717257,1.0,0.2557702499100134,0.44985479290377284,0
1222.3511270687827,241899.76606978336,2.3970506490315766,0.0,0.9211881418729211,1.0,0.21242935399675228,0.4488653384308268,0
1897.1490520986931,450067.27098465443,2.6384474554260224,0.0,0.93401884546146,1.0,2.647171004416354,0.44627729077945366,0
2408.428857090504,304390.23539746884,2.078383752722,0.0,0.9028635427825222,1.0,0.41313440085782216,0.4469895925590355,0
1372.9218565573096,410976.4896500775,2.396620155526637,0.0,0.9048963803361288,1.0,0.26075794538848135,0.45449367836013116,0
1170.2204041689706,201335.95804405233,2.196238810045107,0.0,0.8730667730648828,1.0,0.4243430010059413,0.4448472371850639,0
1946.343969303094,0.0,1.385241540125079,0.0,0.848843686322257,1.0,0.07471681364516793,0.4574515624763877,0
771.9879141577999,370438.1527310196,2.195912614085582,0.0,0.9358033396231502,1.0,0.20855963384915385,0.45165059431672255,0
1360.209063027051,261843.99468957164,2.1958865252319115,0.0,0.9299485510157978,1.0,0.17966979368147554,0.45558807965421383,0
1575.3971669962862,375834.51551109686,2.483984178390221,0.0,0.8873917961590561,1.0,0.2956373233070346,0.44354519696396116,0
1398.8301027281116,309700.0021348254,2.397421288327228,0.0,0.9623503385415401,1.0,0.2616079068096762,0.45342311438594274,0
2411.564144494318,277250.3347832781,2.300712329389632,0.0,0.951889936497299,1.0,0.2727880460002194,0.454008416143343,0
2069.569750276457,352811.78751571215,2.301762472437643,0.0,0.8891872081432343,1.0,0.2627209861330056,0.4469812803455673,0
1457.9134318563158,262292.6643704376,2.6379072793800935,0.0,0.8927702423968338,1.0,0.33326532761981514,0.4415814739620031,0
1418.4385791637972,327567.8914791535,2.484395878643176,0.0,0.8957710604748063,1.0,0.22395376553859309,0.4445887402131517,0
2620.1953056736247,131866.0544983877,1.6085897323356635,0.0,0.9229334467118196,1.0,0.08906272037026167,0.4559919722041282,0
1924.1213628015441,357296.99963774375,2.397345073953659,0.0,0.8989629805388508,1.0,0.2139256387850987,0.44370918978922114,0
1413.2604157239275,271505.6745856941,2.3015862651192327,0.0,0.8866072818651364,1.0,0.32667402249044275,0.44273547979019695,0
2015.9205819134852,168320.97904176326,1.790726261487213,0.0,0.8555405907049808,1.0,0.19042295760438296,0.44279476028730663,0
1405.1321872053297,236626.27409245292,1.9456345959921049,0.0,0.8873994479437173,1.0,1.7456941174687315,0.4523617512761762,0
1259.0811055084116,132263.62499486914,1.9452926296081976,0.0,0.8268507145578067,1.0,0.21782745118192073,0.43783072399711875,0
858.5037231214441,342201.8967929254,2.6379664732652497,0.0,0.9326984677257567,1.0,1.170137449689951,0.4435738399056342,0
1389.0364605506043,465282.86941156205,2.6380346937866563,0.0,0.9282871516650607,1.0,0.37870574902875676,0.45062492832338624,0
1344.3718066748738,114911.89064577207,1.6090337480866133,0.0,0.8917468961827756,1.0,0.09022074436010043,0.45975750693049366,0
2202.807004419804,251015.071147371,2.1962881491564246,0.0,0.9386161221021304,1.0,0.21160083760368958,0.45521183961358236,0
1095.5577314322218,507852.81946024037,2.196284920916265,0.0,0.9337174908949457,1.0,0.15636348941331046,0.4516471100778059,0
1669.4873637434032,458134.7096811512,2.4838064198461725,0.0,0.8932918279975566,1.0,0.2154090730693445,0.4452926404373631,0
